"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID3_CoursesOfStudyResKey","E533_CourseOfStudyCode","E394_CourseOfStudyName","E310_CourseOfStudyType","E350_CourseOfStudyLoad","E455_CombinedCourseOfStudyIndicator"
35,1055,"HEP",1788,"90920","Doctor of Medicine",1,"0.0",0
35,1055,"HEP",1789,"90630","Master of Emergency Medicine - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",1790,"90610","Master of Primary Health Care - Coursework & Dissertation",4,"2.0",0
35,1055,"HEP",1791,"90620","Master of Clinical Research - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",1792,"90550","Master of Public Health - Coursework",4,"2.0",0
35,1055,"HEP",1793,"90540","Master of Clinical Audiology",4,"2.0",0
35,1055,"HEP",1794,"90530","Master of Laboratory Medicine",4,"2.0",0
35,1055,"HEP",1795,"90510","Master of Public Health - Coursework",4,"2.0",0
35,1055,"HEP",1796,"90490","Higher Degree by Research Preliminary - Medicine and Health Science",5,"1.0",0
35,1055,"HEP",1797,"90380","Graduate Diploma in Paediatric Rheumatology",7,"0.5",0
35,1055,"HEP",1798,"90390","Graduate Diploma in Primary Health Care",7,"1.0",0
35,1055,"HEP",1799,"90330","Graduate Certificate in Clinical Epidemiology",11,"0.5",0
35,1055,"HEP",1800,"90340","Graduate Diploma in Clinical Epidemiology",7,"1.0",0
35,1055,"HEP",1801,"90370","Graduate Certificate in Alcohol and Drug Abuse Studies",11,"0.5",0
35,1055,"HEP",1802,"90320","Graduate Diploma in Primary Care Psychiatry",6,"1.0",0
35,1055,"HEP",1803,"90310","Graduate Diploma in Alcohol and Drug Abuse Studies",6,"1.0",0
35,1055,"HEP",1804,"90300","Graduate Certificate in Public Health",11,"0.5",0
35,1055,"HEP",17099,"70020","Not for Degree (Agriculture), Postgraduate",42,"0.0",0
35,1055,"HEP",17100,"70150","Bachelor of Science in Wool Science",10,"4.0",0
35,1055,"HEP",17101,"70330","Graduate Diploma in Science in Horticulture",6,"1.0",0
35,1055,"HEP",17102,"70430","Master of Science in Horticulture - Preliminary",5,"1.0",0
35,1055,"HEP",17103,"70440","Master of Science in Viticulture - Preliminary",5,"1.0",0
35,1055,"HEP",17104,"70460","Master of Landscape Management - Preliminary",5,"1.0",0
35,1055,"HEP",17105,"70520","Master of Science in Natural Resource Management - Cswk",4,"2.0",0
35,1055,"HEP",17106,"70620","Master of Science in Natural Resource Management - Cswk & Diss",4,"2.0",0
35,1055,"HEP",17107,"90910","Master of Surgery",1,"0.0",0
35,1055,"HEP",17108,"91300","Graduate Diploma in Sports Manual Therapy",6,"1.0",0
35,1055,"HEP",17109,"80110","Bachelor of Dental Science (Four Year)",10,"4.0",0
35,1055,"HEP",17110,"80410","Master of Dental Science - Preliminary",5,"1.0",0
35,1055,"HEP",17111,"80710","Master of Dental Science - Research",3,"2.0",0
35,1055,"HEP",17112,"90350","Graduate Diploma in Primary Health Care",6,"1.0",0
35,1055,"HEP",17113,"90420","Master of Medical Science - Preliminary",5,"1.0",0
35,1055,"HEP",17114,"90520","Master of Clinical Biochemistry - Coursework",4,"2.0",0
35,1055,"HEP",17115,"70320","Graduate Diploma in Science in Natural Resource Management",6,"1.0",0
35,1055,"HEP",17116,"00860","Doctor of Philosophy (Joint/Double Badged)",2,"4.0",0
35,1055,"HEP",17117,"40300","Graduate Diploma in Human Resource Management",6,"1.0",0
35,1055,"HEP",17118,"40320","Graduate Diploma in Management",6,"1.0",0
35,1055,"HEP",17119,"40340","Graduate Diploma in Employment Relations",6,"1.0",0
35,1055,"HEP",17120,"40400","Graduate Diploma in Industrial Relations",6,"1.0",0
35,1055,"HEP",17121,"40420","Master of Economics - Preliminary",5,"1.0",0
35,1055,"HEP",17122,"40430","Master of Japanese Studies - Preliminary",5,"1.0",0
35,1055,"HEP",17123,"40440","Master of Industrial Relations - Preliminary",5,"1.0",0
35,1055,"HEP",17124,"40520","Master of Economics - Coursework",4,"2.0",0
35,1055,"HEP",17125,"40530","Master of Business Administration - Coursework",4,"2.0",0
35,1055,"HEP",17126,"40540","Master of Industrial Relations - Coursework",4,"2.0",0
35,1055,"HEP",17127,"40550","Master of Accounting - Coursework",4,"2.0",0
35,1055,"HEP",17128,"40560","Master of Japanese Studies - Coursework",4,"2.0",0
35,1055,"HEP",17129,"40570","Master of Management - Coursework",4,"2.0",0
35,1055,"HEP",17130,"40580","Master of Marketing - Coursework",4,"1.0",0
35,1055,"HEP",17131,"40590","Master of Information Management - Coursework",4,"1.0",0
35,1055,"HEP",17132,"40600","Master of Management (Human Resource Management)",4,"2.0",0
35,1055,"HEP",17133,"40630","Master of Management (Human Resource Management)",4,"2.0",0
35,1055,"HEP",17134,"40640","Master of Industrial Relations - Coursework",4,"2.0",0
35,1055,"HEP",17135,"40660","Master of Industrial Relations - Coursework",4,"1.0",0
35,1055,"HEP",17136,"30630","Master of Educational Psychology - Dissertation & Coursework",3,"2.0",0
35,1055,"HEP",17137,"30660","Master of Education - Coursework & Dissertation",4,"2.0",0
35,1055,"HEP",17138,"30680","Master of Education in Applied Linguistics - Cswk & Diss",4,"2.0",0
35,1055,"HEP",17139,"30690","Master of Educational Management - Coursework & Dissertation",4,"2.0",0
35,1055,"HEP",17140,"30720","Master of Physical Education - Research",3,"2.0",0
35,1055,"HEP",17141,"31370","Graduate Diploma in Inclusive Education",6,"0.5",0
35,1055,"HEP",17142,"50030","Non-Award (Science-Offshore)",50,"0.0",0
35,1055,"HEP",17143,"10190","Bachelor of Social Work - Undergraduate",10,"2.0",0
35,1055,"HEP",17144,"10310","Diploma in Social Work",6,"1.0",0
35,1055,"HEP",17145,"10350","Graduate Diploma in Arts",6,"1.0",0
35,1055,"HEP",17146,"10420","Master of Music - Preliminary",5,"1.0",0
35,1055,"HEP",17147,"10430","Master of Music Education - Preliminary",5,"1.0",0
35,1055,"HEP",17148,"10440","Master of Psychology - Preliminary",5,"1.0",0
35,1055,"HEP",17149,"10450","Master of Social Work - Preliminary",5,"1.0",0
35,1055,"HEP",17150,"10500","Master of Philosophy - Coursework",4,"2.0",0
35,1055,"HEP",17151,"10510","Master of Arts - Coursework",4,"1.0",0
35,1055,"HEP",17152,"10520","Master of Music - Coursework",4,"2.0",0
35,1055,"HEP",17153,"10530","Master of Music Education - Coursework",3,"2.0",0
35,1055,"HEP",17154,"10540","Master of Psychology - Coursework",4,"2.0",0
35,1055,"HEP",17155,"10550","Master of Philosophy (Women's Studies) - Coursework",4,"2.0",0
35,1055,"HEP",17156,"10560","Master of Philosophy (Australian Studies) - Coursework",4,"2.0",0
35,1055,"HEP",17157,"10570","Master of Social Work - Coursework",4,"2.0",0
35,1055,"HEP",17158,"10580","Master of Philosophy (Urban Studies) - Coursework",4,"2.0",0
35,1055,"HEP",17159,"10590","Master of Philosophy (Medieval & Renaissance Studies) - Cswk",4,"2.0",0
35,1055,"HEP",17160,"20110","Bachelor of Jurisprudence",10,"3.0",0
35,1055,"HEP",17161,"20120","Bachelor of Laws-(Postgraduate)",8,"1.0",0
35,1055,"HEP",17162,"20500","Master of Laws - Coursework",4,"1.0",0
35,1055,"HEP",17163,"25110","Bachelor of Architecture",10,"5.0",0
35,1055,"HEP",17164,"25410","Master of Architecture - Preliminary",5,"1.0",0
35,1055,"HEP",17165,"25420","Master of Building Science - Preliminary",5,"1.0",0
35,1055,"HEP",17166,"25430","Master of Fine Arts - Preliminary",5,"1.0",0
35,1055,"HEP",17167,"25440","Master of Environmental Design - Preliminary",5,"1.0",0
35,1055,"HEP",17168,"25470","Master of Curatorial Studies in Fine Arts - Preliminary",5,"1.0",0
35,1055,"HEP",17169,"30110","Bachelor of Education",8,"2.0",0
35,1055,"HEP",17170,"30120","Bachelor of Physical Education",10,"3.0",0
35,1055,"HEP",17171,"30410","Master of Education - Preliminary",5,"1.0",0
35,1055,"HEP",17172,"30420","Master of Physical Education - Preliminary",5,"1.0",0
35,1055,"HEP",17173,"30430","Doctor of Education - Preliminary",5,"1.0",0
35,1055,"HEP",17174,"30440","Master of Education in Applied Lingustics - Preliminary",5,"1.0",0
35,1055,"HEP",17175,"30500","Master of Education - Coursework",4,"1.0",0
35,1055,"HEP",17176,"30510","Master of Education - Coursework",4,"1.0",0
35,1055,"HEP",17177,"30530","Master of Educational Management - Coursework",4,"1.0",0
35,1055,"HEP",17178,"30540","Master of Education in Applied Linguistics - Coursework",4,"2.0",0
35,1055,"HEP",17179,"10020","Not for Degree (Arts), Postgraduate",42,"0.0",0
35,1055,"HEP",17180,"10080","Graduate Diploma in Women's Studies",6,"1.0",0
35,1055,"HEP",17181,"10100","Bachelor of Music Teaching",10,"3.0",0
35,1055,"HEP",17182,"50200","Bachelor of Vision Science",10,"3.0",0
35,1055,"HEP",17183,"50350","Graduate Diploma in Science",6,"1.0",0
35,1055,"HEP",17184,"50410","Master of Science - Preliminary",5,"1.0",0
35,1055,"HEP",17185,"50420","Master of Science Education - Preliminary",5,"1.0",0
35,1055,"HEP",17186,"50430","Master of Physical and Health Education - Preliminary",5,"1.0",0
35,1055,"HEP",17187,"50440","Master of Cognitive Science - Preliminary",5,"1.0",0
35,1055,"HEP",17188,"50510","Master of Science - Coursework",4,"2.0",0
35,1055,"HEP",17189,"50520","Master of Science Education - Coursework",4,"1.0",0
35,1055,"HEP",17190,"50530","Master of Physical and Health Education - Coursework",4,"2.0",0
35,1055,"HEP",17191,"50580","Master of Physical and Health Education - Coursework",4,"2.0",0
35,1055,"HEP",17192,"50600","Master of Forensic Science - Coursework",4,"2.0",0
35,1055,"HEP",17193,"50610","Master of Science - Dissertation & Coursework",3,"2.0",0
35,1055,"HEP",17194,"50630","Master of Physical and Health Education - Diss & Cswk",3,"2.0",0
35,1055,"HEP",17195,"50660","Master of Regional Development - Dissertation & Coursework",3,"1.0",0
35,1055,"HEP",17196,"50730","Master of Physical and Health Education - Research",3,"2.0",0
35,1055,"HEP",17197,"50820","Doctor of Psychology",2,"4.0",0
35,1055,"HEP",17198,"50830","Doctor of Clinical Pharmacy",2,"4.0",0
35,1055,"HEP",17199,"51110","Bachelor of Geology",10,"1.0",0
35,1055,"HEP",17200,"51270","Graduate Certificate in Regional Agric.Development Planning",11,"0.5",0
35,1055,"HEP",17201,"60030","Not for Degree (Medical Engineering)",42,"0.0",0
35,1055,"HEP",17202,"60120","Bachelor of Engineering - Honours",9,"1.0",0
35,1055,"HEP",17203,"60350","Graduate Diploma in Engineering",6,"1.0",0
35,1055,"HEP",17204,"60410","Master of Engineering Science - Preliminary",5,"1.0",0
35,1055,"HEP",17205,"60420","Master of Engineering - Preliminary",5,"1.0",0
35,1055,"HEP",17206,"60440","Master of Oil and Gas Engineering - Preliminary",5,"2.0",0
35,1055,"HEP",17207,"60510","Master of Engineering Science - Coursework",4,"2.0",0
35,1055,"HEP",17208,"60520","Master of Engineering Studies - Dissertation & Coursework",4,"2.0",0
35,1055,"HEP",17209,"60530","Master of Engineering - Dissertation & Coursework",4,"1.0",0
35,1055,"HEP",17338,"1026H","Bachelor of Music / Bachelor of Education Honours",9,"4.0",1
35,1055,"HEP",17339,"2013H","Bachelor of Laws - Undergraduate Honours",9,"4.0",0
35,1055,"HEP",17340,"2014H","Bachelor of Laws - Graduate Honours",8,"3.0",0
35,1055,"HEP",17341,"2017H","Bachelor of Laws/Bachelor of Economics Honours",9,"5.0",1
35,1055,"HEP",17342,"2018H","Bachelor of Laws/Bachelor of Science Honours",9,"5.0",1
35,1055,"HEP",17343,"5025H","Bachelor of Molecular Biology Honours",8,"1.0",0
35,1055,"HEP",17344,"5026H","Bachelor of Health Science Honours",9,"4.0",0
35,1055,"HEP",17345,"5033H","Bachelor of Health Science (Honours)",9,"1.0",0
35,1055,"HEP",17346,"5021H","Bachelor of Health Science/Bachelor of Commerce or Econo",9,"5.0",1
35,1055,"HEP",17347,"6015H","Bachelor of Engineering / Bachelor of Arts (Asian Studie",9,"5.0",1
35,1055,"HEP",17348,"60230","Bachelor of Computer Science/Bachelor of Engineering Hon",9,"5.0",1
35,1055,"HEP",17349,"7018H","Bachelor of Science(Agriculture)/Bachelor of Economics o",9,"5.0",1
35,1055,"HEP",17350,"9012H","Bachelor of Medical Science Honours",9,"1.0",0
35,1055,"HEP",17352,"1023H","Bachelor of Arts/Bachelor of Economics Hons",9,"4.0",1
35,1055,"HEP",17353,"5009H","Bachelor of Arts / Bachelor of Science Honours",9,"4.0",1
35,1055,"HEP",18595,"51350","Graduate Diploma in Science and Technology",7,"1.0",0
35,1055,"HEP",18596,"51570","Master of Science - Coursework & Dissertation",4,"2.0",0
35,1055,"HEP",18597,"61200","Graduate Certificate in Engineering in Power Systems",11,"0.5",0
35,1055,"HEP",18598,"52100","Bachelor of Science and Bachelor of Computer Science",10,"4.5",1
35,1055,"HEP",18599,"52530","Master of Infectious Diseases - Coursework & Dissertation",4,"2.0",0
35,1055,"HEP",18600,"52540","Master of Science and Technology - Coursework & Dissertation",4,"1.0",0
35,1055,"HEP",18601,"52550","Master of Science and Technology - Coursework & Dissertation",4,"2.0",0
35,1055,"HEP",18602,"60240","Graduate Certificate in Mathematical and Statistical Science",11,"0.5",0
35,1055,"HEP",18603,"60270","Graduate Certificate in Mathematical and Statistical Science",11,"0.5",0
35,1055,"HEP",18604,"60280","Graduate Certificate in Maritime Technology",11,"0.5",0
35,1055,"HEP",18605,"60290","Graduate Certificate in Engineering in Information and Communications Te",11,"0.5",0
35,1055,"HEP",18606,"60370","Graduate Certificate in Engineering Asset Management",11,"0.5",0
35,1055,"HEP",18607,"41240","Graduate Certificate in Transport Studies",11,"0.5",0
35,1055,"HEP",18608,"41340","Graduate Diploma in Transport Studies",6,"1.0",0
35,1055,"HEP",18609,"41360","Graduate Diploma in Viticulture Management",6,"2.0",0
35,1055,"HEP",18610,"41510","Master of International Business - Coursework",4,"1.0",0
35,1055,"HEP",18611,"41570","Master of Business Leadership - Coursework",4,"1.0",0
35,1055,"HEP",18612,"41580","Master of Business Innovation - Coursework",4,"1.0",0
35,1055,"HEP",18613,"41590","Master of Business Strategy - Coursework",4,"1.0",0
35,1055,"HEP",18614,"11240","Graduate Certificate in Music Practitioner Studies",11,"0.5",0
35,1055,"HEP",18615,"11260","Graduate Certificate in Mental Health Practice",11,"0.5",0
35,1055,"HEP",18616,"11280","Graduate Certificate in Child Protection Practice",11,"0.5",0
35,1055,"HEP",18617,"11340","Graduate Diploma in Music Practitioner Studies",7,"1.0",0
35,1055,"HEP",18618,"11540","Master of Music Practitioner Studies - Coursework and Dissertation",4,"1.5",0
35,1055,"HEP",18619,"20570","Master of Public Administration - Coursework",4,"1.5",0
35,1055,"HEP",18620,"22100","Bachelor of Laws and Bachelor of Engineering",10,"7.3",1
35,1055,"HEP",18621,"25210","Graduate Certificate in Urban Design",11,"0.5",0
35,1055,"HEP",18622,"25310","Graduate Diploma in Urban Design",7,"1.0",0
35,1055,"HEP",18623,"25510","Master of Urban Design - Coursework",4,"2.0",0
35,1055,"HEP",18624,"25760","Master of Architecture (Design) - Research",3,"2.0",0
35,1055,"HEP",18625,"25920","Doctor of Architecture (Design)",2,"4.0",0
35,1055,"HEP",18626,"31330","Graduate Diploma in Education (School Music)",6,"1.0",0
35,1055,"HEP",18627,"31510","Master of Education Research Methods - Coursework",4,"1.0",0
35,1055,"HEP",18628,"31560","Master of Education in Teaching English to Speakers of Other Languages - Coursework",4,"1.0",0
35,1055,"HEP",18629,"31610","Master of Education - Thesis & Coursework",3,"2.0",0
35,1055,"HEP",18630,"31660","Master of Education in Teaching English to Speakers of Other Languages -",3,"2.0",0
35,1055,"HEP",18631,"40230","Graduate Certificate in Viticulture Management",11,"0.7",0
35,1055,"HEP",18632,"40910","Doctor of Commerce",1,"0.0",0
35,1055,"HEP",18633,"40920","Doctor of Economics",1,"0.0",0
35,1055,"HEP",18634,"62100","Bachelor of Arts and Bachelor of Computer Science",10,"4.5",1
35,1055,"HEP",18635,"70200","Graduate Certificate in Science",11,"0.5",0
35,1055,"HEP",18636,"70220","Graduate Certificate in Natural Resource Management Policy and Planning",11,"0.5",0
35,1055,"HEP",18637,"70310","Graduate Diploma in Science in Agriculture",6,"1.0",0
35,1055,"HEP",18638,"61300","Graduate Diploma in Engineering in Power Systems",7,"1.0",0
35,1055,"HEP",18639,"71110","Bachelor of Science and Bachelor of Economics",10,"5.1",1
35,1055,"HEP",18640,"71120","Bachelor of Science and Bachelor of Commerce",10,"5.1",1
35,1055,"HEP",18641,"71130","Bachelor of Engineering and Bachelor of Science",10,"6.0",1
35,1055,"HEP",18642,"71150","Bachelor of Engineering and Bachelor of Science in Agriculture",10,"6.0",1
35,1055,"HEP",18643,"71320","Graduate Diploma in Natural Resource Management Policy and Planning",6,"1.0",0
35,1055,"HEP",18644,"90170","Bachelor of Medical Science and Bachelor of Medicine & Bachelor of Surge",10,"6.8",1
35,1055,"HEP",18645,"90210","Graduate Certificate in Health Professional Education",11,"0.5",0
35,1055,"HEP",18646,"90220","Graduate Certificate in Rural and Remote Medicine",11,"0.5",0
35,1055,"HEP",18647,"90570","Master of Health Professional Education - Coursework and Dissertation",4,"1.5",0
35,1055,"HEP",18648,"91030","Bachelor of Podiatric Medicine",10,"4.0",0
35,1055,"HEP",18649,"91340","Graduate Diploma in Health Professional Education",7,"1.0",0
35,1055,"HEP",18650,"91350","Graduate Diploma in Forensic Odontology",7,"1.0",0
35,1055,"HEP",18762,"91140","Bachelor of Health Science and Bachelor of Commerce or Economics",10,"5.6",1
35,1055,"HEP",18766,"71140","Bachelor of Science(Agriculture) and Bachelor of Economics or Commerce",10,"5.0",1
35,1055,"HEP",18767,"00060","Bachelor of Engineering Enabling Course",30,"0.1",0
35,1055,"HEP",18768,"70630","Master of Science - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",18834,"10620","Master of Music - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",18835,"203503","Graduate Diploma in Legal Practice",7,"1.3",0
35,1055,"HEP",18848,"NON AWARD","Non-Award Course",50,"NULL",0
35,1055,"HEP",19004,"30200","Postgraduate Certificate in Curriculum Leadership",11,"0.5",0
35,1055,"HEP",19005,"7010H","Bachelor of Science (Honours)",9,"1.0",0
35,1055,"HEP",19006,"90430","Graduate Diploma in Musculoskeletal Studies",6,"1.0",0
35,1055,"HEP",19035,"60223","Graduate Certificate in Information Technology",11,"0.5",0
35,1055,"HEP",19514,"10940","Doctor of Musical Arts",2,"4.0",0
35,1055,"HEP",19515,"31320","Graduate Diploma in Educational Assessment, Measurement and Evaluation",6,"0.5",0
35,1055,"HEP",19516,"413301","Graduate Diploma in Human Resources and Industrial Relations",6,"1.0",0
35,1055,"HEP",19517,"51543","Master of Psychology and Graduate Diploma in Education",4,"2.5",1
35,1055,"HEP",19518,"90670","Master of Health Professional Education - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",19527,"31530","Master of Education in Assessment, Measurement and Evaluation - Coursewo",4,"1.0",0
35,1055,"HEP",19528,"31630","Master of Education in Assessment, Measurement and Evaluation - Thesis &",3,"2.0",0
35,1055,"HEP",19876,"503001","Graduate Diploma in Science",7,"1.0",0
35,1055,"HEP",19877,"10151","Bachelor of Social Work - Postgraduate",8,"2.1",0
35,1055,"HEP",19878,"90360","Graduate Diploma in Public Health",6,"1.0",0
35,1055,"HEP",20102,"91562","Master of Manual Therapy (Coursework)",4,"2.0",0
35,1055,"HEP",20103,"51330","Graduate Diploma in Infectious Diseases",6,"1.0",0
35,1055,"HEP",20104,"60323","Graduate Diploma in Information Technology",7,"1.0",0
35,1055,"HEP",20195,"10050","Graduate Diploma in Arts",6,"1.0",0
35,1055,"HEP",20196,"11130","Bachelor of Arts and Bachelor of Education",10,"4.3",1
35,1055,"HEP",20197,"11170","Bachelor of Music and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",20198,"11530","Master of Medieval and Early Modern Studies - Coursework and Dissertatio",4,"1.5",0
35,1055,"HEP",20199,"21120","Bachelor of Laws and Bachelor of Arts (Asian Studies)",10,"6.0",1
35,1055,"HEP",20200,"21140","Bachelor of Laws and Bachelor of Commerce",10,"5.8",1
35,1055,"HEP",20201,"21130","Bachelor of Musical Arts and Bachelor of Laws",10,"6.0",1
35,1055,"HEP",20202,"21170","Bachelor of Arts (Communication Studies) and Bachelor of Laws",10,"6.0",1
35,1055,"HEP",20203,"21160","Bachelor of Laws and Bachelor of Economics",10,"5.9",1
35,1055,"HEP",20204,"71020","Bachelor of Science(Agriculture) and Bachelor of Commerce",10,"5.1",1
35,1055,"HEP",20205,"71010","Bachelor of Science(Agriculture) and Bachelor of Economics",10,"5.1",1
35,1055,"HEP",20206,"70300","Graduate Diploma in Science",7,"1.0",0
35,1055,"HEP",20207,"70340","Graduate Diploma in Earth Science",7,"1.0",0
35,1055,"HEP",20208,"70210","Graduate Certificate in Earth Science",11,"0.5",0
35,1055,"HEP",20209,"70530","Master of Science - Coursework",4,"1.0",0
35,1055,"HEP",20210,"90150","MBBS and Doctor of Philosophy - Coursework",10,"4.4",1
35,1055,"HEP",20211,"60580","Master of Engineering in Information and Communications Technology",4,"2.0",0
35,1055,"HEP",20212,"61140","Bachelor of Engineering and Bachelor of Commerce",10,"5.2",1
35,1055,"HEP",20213,"61120","Bachelor of Engineering and Bachelor of Arts (Asian Studies)",10,"5.5",1
35,1055,"HEP",20214,"61040","Bachelor of Engineering and Bachelor of Music",10,"6.8",1
35,1055,"HEP",20215,"61100","Bachelor of Computer and Mathematical Sciences and Bachelor of Engineering",10,"5.0",1
35,1055,"HEP",20216,"61110","Bachelor of Engineering and Bachelor of Arts",10,"5.5",1
35,1055,"HEP",20217,"61010","Bachelor of Computer Science and Bachelor of Economics",10,"4.5",1
35,1055,"HEP",20218,"61020","Bachelor of Computer Science and Bachelor of Commerce",10,"4.5",1
35,1055,"HEP",20219,"61030","Bachelor of Computer and Mathematical Sciences and Bachelor of Economics",10,"4.5",1
35,1055,"HEP",20220,"61160","Bachelor of Computer Science and Bachelor of Engineering",10,"5.0",1
35,1055,"HEP",20221,"61150","Bachelor of Computer and Mathematical Sciences and Bachelor of Commerce",10,"4.5",1
35,1055,"HEP",20222,"61170","Bachelor of Science(Geophysics)CU and Bachelor of Computer Science (UWA)",10,"1.8",1
35,1055,"HEP",20223,"61190","Bachelor of Engineering and Bachelor of Economics",10,"5.3",1
35,1055,"HEP",20224,"61530","Master of Engineering in Microelectronics - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",20225,"41100","Bachelor of Commerce and Bachelor of Fine Arts",10,"4.5",1
35,1055,"HEP",20226,"41110","Bachelor of Arts and Bachelor of Commerce",10,"4.5",1
35,1055,"HEP",20227,"41120","Bachelor of Arts (Asian Studies) and Bachelor of Commerce",10,"4.5",1
35,1055,"HEP",20228,"41140","Bachelor of Arts (Communication Studies) and Bachelor of Economics",10,"4.5",1
35,1055,"HEP",20229,"41150","Bachelor of Arts and Bachelor of Economics",10,"4.5",1
35,1055,"HEP",20230,"41010","Bachelor of Economics and Bachelor of Education",10,"4.5",1
35,1055,"HEP",20231,"41180","Bachelor of Economics and Bachelor of Commerce",10,"4.5",1
35,1055,"HEP",20232,"41170","Bachelor of Arts (Communication Studies) and Bachelor of Commerce",10,"4.5",1
35,1055,"HEP",20233,"41160","Bachelor of Arts (Asian Studies) and Bachelor of Economics",10,"4.5",1
35,1055,"HEP",20234,"51540","Master of Psychology and Graduate Diploma in Education",4,"2.3",1
35,1055,"HEP",20235,"51190","Bachelor of Arts and Bachelor of Science",10,"4.5",1
35,1055,"HEP",20236,"51180","Bachelor of Science and Bachelor of Education",10,"4.4",1
35,1055,"HEP",20237,"51160","Bachelor of Science and Bachelor of Engineering",10,"5.1",1
35,1055,"HEP",20238,"51020","Bachelor of Science and Bachelor of Commerce",10,"4.5",1
35,1055,"HEP",20239,"51010","Bachelor of Science and Bachelor of Economics",10,"4.5",1
35,1055,"HEP",20240,"91570","Master of Surgery - Coursework",4,"1.5",0
35,1055,"HEP",20241,"91150","Bachelor of Health Science and Bachelor of Music",10,"6.8",1
35,1055,"HEP",20242,"91110","Bachelor of Medicine & Bachelor of Surgery and Bachelor of Arts",10,"7.6",1
35,1055,"HEP",20243,"91020","Bachelor of Health Science and Bachelor of Commerce",10,"5.6",1
35,1055,"HEP",20244,"91010","Bachelor of Health Science and Bachelor of Economics",10,"5.6",1
35,1055,"HEP",20245,"52570","Master of Integrated Human Studies - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",20246,"52590","Master of Psychology and Doctor of Philosophy - Coursework",4,"1.5",1
35,1055,"HEP",20247,"61540","Master of Civil Engineering - Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",20248,"61560","Master of Engineering (EnergySysMgt) - Coursework",4,"2.0",0
35,1055,"HEP",20249,"7019H","Bachelor of Conservation Biology & Management (Honours)",9,"1.0",0
35,1055,"HEP",20250,"71032","Bachelor of Science in Restoration Ecology",10,"3.0",0
35,1055,"HEP",20251,"90230","Graduate Certificate in Paediatric Rheumatology",11,"0.5",0
35,1055,"HEP",20252,"91530","Master of Public Health (Nursing)",4,"1.5",0
35,1055,"HEP",20253,"91540","Master of Clinical Epidemiology - Coursework and Dissertation",4,"1.5",0
35,1055,"HEP",20254,"11140","Bachelor of Arts (European Studies) and Bachelor of Commerce",10,"4.5",1
35,1055,"HEP",20255,"11150","Bachelor of Arts (European Studies) and Bachelor of Economics",10,"4.5",1
35,1055,"HEP",20256,"12200","Graduate Certificate in Applied Maritime Archaeology",11,"0.5",0
35,1055,"HEP",20257,"25520","Master of Architecture - Coursework",4,"2.0",0
35,1055,"HEP",20258,"40270","Graduate Certificate in Business Administration (Creative Industries)",11,"0.7",0
35,1055,"HEP",20259,"41350","Graduate Diploma in Technology Commercialisation",6,"1.0",0
35,1055,"HEP",20260,"41370","Graduate Diploma in Business Administration (Creative Industries)",7,"1.0",0
35,1055,"HEP",20261,"51220","Graduate Certificate in Forensic Science",11,"0.5",0
35,1055,"HEP",20262,"51280","Graduate Certificate in Educational and Developmental Psychology",11,"0.5",0
35,1055,"HEP",20263,"51370","Graduate Diploma in Integrated Human Studies",6,"1.0",0
35,1055,"HEP",20264,"51380","Graduate Diploma in Educational and Developmental Psychology",6,"1.0",0
35,1055,"HEP",20265,"41192","Bachelor of Economics and Bachelor of Music",10,"5.5",1
35,1055,"HEP",20266,"42100","Bachelor of Commerce and Bachelor of Music",10,"5.3",1
35,1055,"HEP",21289,"90720","Master of Medical Science - Research",3,"2.0",0
35,1055,"HEP",21290,"60710","Master of Engineering Science - Research",3,"2.0",0
35,1055,"HEP",21291,"00810","Doctor of Philosophy",2,"4.0",0
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",42,"NULL",0
35,1055,"HEP",21499,"11180","Bachelor of Music Education",10,"4.0",0
35,1055,"HEP",21690,"90650","Master of Nursing Research - Thesis and Coursework",3,"2.0",0
35,1055,"HEP",21830,"1015H","Bachelor of Social Work - Postgraduate (Honours)",8,"2.0",0
35,1055,"HEP",21831,"9016H","Bachelor of Medicine and Bachelor of Surgery - Graduate (Honours)",8,"5.0",0
35,1055,"HEP",21832,"2019H","Bachelor of Laws and Bachelor of Arts (Asian Studies) (Honours)",9,"5.0",1
35,1055,"HEP",21833,"2116H","Bachelor of Laws and Bachelor of Economics (Honours)",9,"5.9",1
35,1055,"HEP",21834,"2117H","Bachelor of Arts (Communication Studies) and Bachelor of Laws (Honours)",9,"6.0",1
35,1055,"HEP",21835,"6111H","Bachelor of Engineering and Bachelor of Arts (Honours)",9,"5.5",1
35,1055,"HEP",21836,"2111H","Bachelor of Laws and Bachelor of Arts (Honours)",9,"6.0",1
35,1055,"HEP",21837,"9013H","Bachelor of Medicine & Bachelor of Surgery and Bachelor of Arts Honours",9,"7.0",1
